TREATMENT,YEAR,TO_STREET,PROJECT_ID,COMMENTS,Shape__Length,OBJECTID,the_geom,CREATED_BY,MODIFIED_DATE,PW_CURRENT_YR_SERVICE_PLAN_ID,FROM_STREET,FULL_STREET_NAME,CREATED_DATE,MODIFIED_BY,PROJECT_DESCRIPTION
SLCT6,2022,Ben Howell Dr,97116,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",300.7594554,335,"MULTILINESTRING ((-97.757849418272 30.236247263841, -97.758247958676 30.23549618638))",BSHARMA,,257,Cumberland Rd,EDENS DR,8/22/2021 19:00,,SLCT6 on EDENS DR from Cumberland Rd to Ben Howell Dr
SLCT6,2022,1729,96955,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1575.743811,64,"MULTILINESTRING ((-97.664134199571 30.22300257428, -97.66437659361 30.22280258518, -97.664885296491 30.222382888681, -97.66609841658 30.221288755629, -97.667600627348 30.219888159289))",BSHARMA,,123,1300,THORNBERRY RD,8/22/2021 19:00,,SLCT6 on THORNBERRY RD from 1300 to 1729
SLCT6,2022,Oltorf St E,97444,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",3367.33171,514,"MULTILINESTRING ((-97.725666161086 30.237685911026, -97.725792585461 30.237662163878, -97.725891508932 30.237625755276, -97.725991500779 30.237550946017, -97.726089436899 30.237434949669, -97.727333340782 30.235415518947, -97.727942335416 30.234503792051, -97.729943518729 30.231384338377, -97.731025485052 30.229756120758))",BSHARMA,,528,Riverside Dr E,WILLOW CREEK DR,8/22/2021 19:00,,SLCT6 on WILLOW CREEK DR from Riverside Dr E to Oltorf St E
SLCT6,2022,1809,97197,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1805.417266,316,"MULTILINESTRING ((-97.760158413603 30.25758945942, -97.761188294564 30.258116200403, -97.762028323617 30.258515357989, -97.762958544755 30.258935786595), (-97.763729058213 30.259311320621, -97.76554817644 30.260183891676, -97.765946310326 30.260343138349))",BSHARMA,,325,Lamar Blvd S,JULIET ST,8/22/2021 19:00,,SLCT6 on JULIET ST from Lamar Blvd S to 1809
SLCT6,2022,Steck Ave,97140,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",2362.074018,353,"MULTILINESTRING ((-97.751177577012 30.365772338703, -97.751105264041 30.365863459722, -97.750996078729 30.366031013219, -97.75092163712 30.366175558128, -97.750815822038 30.366386607402, -97.750497245049 30.366897286292, -97.750065388505 30.367152623088, -97.7496004087 30.367371536662, -97.749323955439 30.36762725104, -97.749164814728 30.367973339735, -97.748837715595 30.368461812788, -97.748211717286 30.368889254202, -97.747890818523 30.369116566346, -97.747717938596 30.369412870104, -97.747610251631 30.370087286433, -97.7474639712 30.37026566836, -97.747220663051 30.370464124247, -97.746976235323 30.37057300557, -97.746743008872 30.370639124273))",BSHARMA,,275,Spicewood Springs Rd,FOREST MESA DR,8/22/2021 19:00,,SLCT6 on FOREST MESA DR from Spicewood Springs Rd to Steck Ave
CRCKSL,2022,45Th St W,115990,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1495.614199,778,"MULTILINESTRING ((-97.741065550503 30.310442464688, -97.740347783659 30.311531388497, -97.7396778037 30.312634477238, -97.738783937802 30.314046571866))",BSHARMA,,716,42Nd St W,MARATHON BLVD,8/22/2021 19:00,,CRCKSL on MARATHON BLVD from 42Nd St W to 45Th St W
CRCKSL,2022,5706,115895,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",132.2726824,573,"MULTILINESTRING ((-97.746893339119 30.190054769126, -97.746701846027 30.19037818886))",BSHARMA,,621,Leatherleaf Trl,CLAYSTONE CV,8/22/2021 19:00,,CRCKSL on CLAYSTONE CV from Leatherleaf Trl to 5706
Overlay,2022,Cheviot Ln,96896,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1400.018571,789,"MULTILINESTRING ((-97.64509931376 30.207774348527, -97.641271093584 30.20583466085))",BSHARMA,,71,Terry Ln,MELDRUM RD,8/22/2021 19:00,,Overlay on MELDRUM RD from Terry Ln to Cheviot Ln
CRCKSL,2022,Powell Cir,116082,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",567.8904842,862,"MULTILINESTRING ((-97.760719173812 30.235116792619, -97.761386799246 30.234786409258, -97.762291391234 30.234359017242))",BSHARMA,,808,2801,WILSON ST,8/22/2021 19:00,,CRCKSL on WILSON ST from 2801 to Powell Cir
SLCT6,2022,Sprucewood Cv,97058,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1599.047083,206,"MULTILINESTRING ((-97.782085811124 30.359845061044, -97.782226419052 30.359625080953, -97.782500152214 30.359438002185, -97.782803118287 30.359314761866, -97.783031207982 30.359294544609, -97.784138244151 30.359767607618, -97.784552160497 30.359946354607, -97.785390157921 30.359949253639, -97.786720118662 30.360027924496))",BSHARMA,,211,Backtrail Dr,CEDRO TRL,8/22/2021 19:00,,SLCT6 on CEDRO TRL from Backtrail Dr to Sprucewood Cv
Overlay,2022,Gibson St W,96902,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",889.4826206,45,"MULTILINESTRING ((-97.749826948277 30.252617960666, -97.75058122361 30.251541286349, -97.751298815855 30.250532627021))",BSHARMA,,75,Nellie St,NEWTON ST,8/22/2021 19:00,,Overlay on NEWTON ST from Nellie St to Gibson St W
SLCT6,2022,5Th St S,96949,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",3055.782021,59,"MULTILINESTRING ((-97.755779478768 30.240163350333, -97.756459361709 30.240592328865, -97.75693160672 30.240849357591, -97.757983394804 30.241349064953, -97.759629913382 30.242116494452, -97.760521449704 30.242538701836, -97.761373355437 30.242784086285, -97.7622533204 30.243046530122, -97.763148388585 30.243336774112, -97.763903817487 30.243577455415, -97.764341511432 30.243943776171))",BSHARMA,,118,Euclid Ave,W OLTORF ST,8/22/2021 19:00,,SLCT6 on W OLTORF ST from Euclid Ave to 5Th St S
SLCT6,2022,Meyrick Park Trl,97146,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",636.3200325,357,"MULTILINESTRING ((-97.74692516254 30.506511860628, -97.746717498912 30.506445355806, -97.746619522543 30.506437717033, -97.74648805501 30.506457732425, -97.746269744076 30.506544015046, -97.746130062398 30.50662621533, -97.746043339146 30.50668681922, -97.745950380261 30.506735965958, -97.745824690518 30.506784453295, -97.745074291966 30.507025943627))",BSHARMA,,280,16500,FOWLER MILL CV,8/22/2021 19:00,,SLCT6 on FOWLER MILL CV from 16500 to Meyrick Park Trl
CRCKSL,2022,12110,116042,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",210.8430587,799,"MULTILINESTRING ((-97.731525166142 30.420393393291, -97.731567529892 30.420971966898))",BSHARMA,,768,Sage Hen Dr,SAGE HEN CT,8/22/2021 19:00,,CRCKSL on SAGE HEN CT from Sage Hen Dr to 12110
SLCT6,2022,Mo-Pac Svc Rd Sb  N,97245,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",246.7387282,302,"MULTILINESTRING ((-97.744936728609 30.36372129732, -97.744207498291 30.36347554871))",BSHARMA,,369,Northforest Dr,MAYFAIR DR,8/22/2021 19:00,,SLCT6 on MAYFAIR DR from Northforest Dr to Mo-Pac Svc Rd Sb  N
CRCKSL,2022,Mc Callen Pass,115890,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",2039.041436,569,"MULTILINESTRING ((-97.66810913779 30.407327060352, -97.667980324878 30.407919792193, -97.667907626758 30.408305428987, -97.667747533019 30.408710758435, -97.667516603662 30.408985567135, -97.667262655377 30.409195400194, -97.666960889697 30.409339687163, -97.666648475103 30.409419227637, -97.666337281109 30.409455776393, -97.665990373249 30.409437811595, -97.664479405352 30.409131420573, -97.664135578799 30.409103788692, -97.663641886562 30.409154960541, -97.663286376418 30.409193644867))",BSHARMA,,616,12814,CENTER LAKE DR,8/22/2021 19:00,,CRCKSL on CENTER LAKE DR from 12814 to Mc Callen Pass
SLCT6,2022,Rusty Fig Dr,97126,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",208.9442349,341,"MULTILINESTRING ((-97.795219436371 30.37442282132, -97.795372806072 30.374412497916, -97.795707634244 30.374744633792))",BSHARMA,,263,6801,FALCATA CV,8/22/2021 19:00,,SLCT6 on FALCATA CV from 6801 to Rusty Fig Dr
SLCT6,2022,Cayenne Ln,97309,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1388.435836,437,"MULTILINESTRING ((-97.691742177441 30.224798624194, -97.691899894015 30.224544113074, -97.692837720401 30.223671564221, -97.693233103666 30.223340128124, -97.694704512728 30.221991558159))",BSHARMA,,421,Anise Dr,POPPY SEED LN,8/22/2021 19:00,,SLCT6 on POPPY SEED LN from Anise Dr to Cayenne Ln
SLCT6,2022,Bay City Bnd,97185,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",671.3174317,276,"MULTILINESTRING ((-97.669003529337 30.259492861845, -97.669261434492 30.259948215147, -97.669278357862 30.260042061176, -97.66931077516 30.260188840771, -97.669325835184 30.260354742478, -97.669321806085 30.260500764237, -97.669302953315 30.260675700595, -97.669270351311 30.260840609547, -97.669176940726 30.261271539797))",BSHARMA,,313,Bay City Bnd,HIGHLAND HAVEN DR,8/22/2021 19:00,,SLCT6 on HIGHLAND HAVEN DR from Bay City Bnd to Bay City Bnd
CRCKSL,2022,33Rd St W,116011,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1098.212765,686,"MULTILINESTRING ((-97.757050104345 30.303760145437, -97.756880580392 30.304162963321, -97.756716587944 30.304536628588, -97.756586832016 30.30481158461, -97.75647706393 30.305011032937, -97.755549573073 30.306477568332))",BSHARMA,,737,30Th St W,OAKMONT BLVD,8/22/2021 19:00,,CRCKSL on OAKMONT BLVD from 30Th St W to 33Rd St W
CRCKSL,2022,F M 620 Rd N,115988,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",2213.992432,776,"MULTILINESTRING ((-97.784048289979 30.466575148795, -97.783565880495 30.467137640387, -97.783397247974 30.467330995794, -97.783113190183 30.467656715123, -97.783028576497 30.467806578245, -97.783000813415 30.468003776256, -97.783038008111 30.469327428678, -97.783091986673 30.469509693211, -97.78346230721 30.470091318879, -97.783494566098 30.470222105583, -97.783501366688 30.470436629633, -97.783395872775 30.470779097253, -97.783225884408 30.471226144526, -97.783230616635 30.471347253476, -97.783285165354 30.471565613687, -97.783545322102 30.472203358284))",BSHARMA,,714,13300,LYNDHURST ST,8/22/2021 19:00,,CRCKSL on LYNDHURST ST from 13300 to F M 620 Rd N
SLCT6,2022,State Hwy 71 Svc Rd Wb  E,97047,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",887.9432439,197,"MULTILINESTRING ((-97.655278999907 30.214210773358, -97.655348829946 30.214071359098, -97.655400349329 30.213998423685, -97.655448453649 30.213949290155, -97.655562030602 30.213867640982, -97.655900763237 30.213647899609, -97.656035723547 30.213538533205, -97.656151208635 30.21343827584, -97.656230060277 30.213370917215, -97.656365647189 30.2132400556, -97.656583151125 30.2129986081, -97.656738017438 30.212797079264, -97.657057075468 30.212355829255))",BSHARMA,,202,Shapard Ln,CARDINAL LOOP,8/22/2021 19:00,,SLCT6 on CARDINAL LOOP from Shapard Ln to State Hwy 71 Svc Rd Wb  E
